day,w_temp_4C,w_temp_6C,w_temp_8C,w_temp_10C,w_temp_12C,w_temp_14C,w_temp_16C,w_temp_18C,w_temp_20C
96,73.118587,97.763618,137.982294,189.949644,234.466906,245.2864,214.88914,163.310581,115.865809
97,73.392516,98.383477,139.24383,192.133826,237.499263,248.531236,217.543005,165.011094,116.764656
98,73.667163,99.006081,140.513413,194.335516,240.558944,251.805976,220.21971,166.723954,117.66837
99,73.942529,99.631436,141.791072,196.554792,243.646087,255.110776,222.919367,168.449214,118.576966
100,74.218614,100.259551,143.076836,198.791736,246.760834,258.445792,225.642087,170.186924,119.49046
101,74.49542,100.89043,144.370735,201.046427,249.903325,261.811183,228.387982,171.937135,120.408866
102,74.772947,101.524082,145.672798,203.318945,253.073701,265.207105,231.157165,173.699899,121.3322
103,75.051197,102.160514,146.983054,205.609371,256.272101,268.633716,233.949748,175.475266,122.260476
104,75.330171,102.799732,148.301533,207.917784,259.498667,272.091173,236.765843,177.263288,123.19371
105,75.60987,103.441743,149.628264,210.244265,262.75354,275.579634,239.605563,179.064017,124.131916
106,75.890295,104.086555,150.963276,212.588895,266.03686,279.099257,242.46902,180.877503,125.07511
107,76.171447,104.734173,152.306599,214.951753,269.34877,282.6502,245.356328,182.703798,126.023307
108,76.453327,105.384606,153.658263,217.332921,272.689411,286.232623,248.267599,184.542954,126.976521
109,76.735936,106.037861,155.018296,219.732479,276.058924,289.846682,251.202947,186.395022,127.934769
110,77.019276,106.693943,156.386729,222.150508,279.457452,293.492538,254.162484,188.260054,128.898065
111,77.303346,107.352861,157.76359,224.587089,282.885136,297.17035,257.146325,190.138101,129.866425
112,77.58815,108.01462,159.14891,227.042304,286.342118,300.880275,260.154582,192.029215,130.839863
113,77.873687,108.679229,160.542718,229.516232,289.828542,304.622475,263.187369,193.933448,131.818394
114,78.159958,109.346694,161.945043,232.008955,293.344549,308.397108,266.2448,195.850851,132.802035
115,78.446965,110.017022,163.355916,234.520554,296.890282,312.204335,269.326989,197.781477,133.7908
116,78.734709,110.69022,164.775365,237.051111,300.465885,316.044315,272.434049,199.725377,134.784704
117,79.02319,111.366296,166.203421,239.600707,304.0715,319.917209,275.566096,201.682603,135.783762
118,79.312411,112.045255,167.640113,242.169424,307.707271,323.823176,278.723243,203.653208,136.78799
119,79.602372,112.727106,169.085472,244.757343,311.37334,327.762378,281.905604,205.637243,137.797403
120,79.893073,113.411854,170.539526,247.364545,315.069852,331.734976,285.113295,207.63476,138.812017
121,80.184517,114.099508,172.002306,249.991114,318.79695,335.74113,288.346429,209.645812,139.831845
122,80.476704,114.790074,173.473841,252.637129,322.554778,339.781001,291.605122,211.670451,140.856905
123,80.769635,115.48356,174.954161,255.302674,326.343481,343.854751,294.889489,213.708728,141.887211
124,81.063312,116.179971,176.443296,257.98783,330.163202,347.962542,298.199644,215.760697,142.922778
125,81.357735,116.879316,177.941277,260.692679,334.014086,352.104534,301.535703,217.826409,143.963621
126,81.652906,117.581601,179.448132,263.417305,337.896278,356.280891,304.897781,219.905917,145.009757
127,81.948825,118.286834,180.963892,266.161787,341.809922,360.491774,308.285994,221.999274,146.0612
128,82.245494,118.995021,182.488587,268.926211,345.755163,364.737345,311.700456,224.106532,147.117965
129,82.542914,119.706169,184.022247,271.710656,349.732146,369.017768,315.141284,226.227743,148.180069
130,82.841086,120.420286,185.564902,274.515207,353.741017,373.333204,318.608594,228.36296,149.247525
131,83.140011,121.137379,187.116581,277.339946,357.78192,377.683817,322.102501,230.512236,150.320351
132,83.439689,121.857454,188.677316,280.184955,361.855002,382.069769,325.623122,232.675624,151.398561
133,83.740123,122.58052,190.247135,283.050317,365.960409,386.491224,329.170573,234.853175,152.48217
134,84.041313,123.306582,191.82607,285.936115,370.098285,390.948346,332.744969,237.044944,153.571194
135,84.343261,124.035647,193.41415,288.842433,374.268778,395.441297,336.346429,239.250982,154.665648
136,84.645967,124.767724,195.011405,291.769352,378.472033,399.970243,339.975067,241.471343,155.765548
137,84.949432,125.502819,196.617866,294.716956,382.708197,404.535346,343.631001,243.706079,156.870909
138,85.253658,126.24094,198.233563,297.685329,386.977416,409.136771,347.314347,245.955244,157.981747
139,85.558646,126.982092,199.858526,300.674553,391.279838,413.774682,351.025223,248.218891,159.098077
140,85.864396,127.726284,201.492785,303.684713,395.615608,418.449244,354.763745,250.497072,160.219915
